vno, mno, fno, vdate
723,1,101,2025-09-04 11:24:42
724,1,101,2025-09-04 11:24:42
725,1,101,2025-09-04 11:24:42
726,1,101,2025-09-04 11:24:42
727,1,101,2025-09-04 11:24:42
728,1,101,2025-09-04 11:24:42
729,1,101,2025-09-04 11:24:42
730,1,101,2025-09-04 11:24:42
731,1,101,2025-09-04 11:24:42
732,1,101,2025-09-04 11:24:42
733,1,101,2025-09-04 11:24:42
734,1,101,2025-09-04 11:24:42
735,1,101,2025-09-04 11:24:42
736,1,101,2025-09-04 11:24:42
737,1,101,2025-09-04 11:24:42
738,1,101,2025-09-04 11:24:42
739,1,101,2025-09-04 11:24:42
740,1,101,2025-09-04 11:24:42
741,1,101,2025-09-04 11:24:42
742,1,101,2025-09-04 11:24:42
743,1,101,2025-09-04 11:24:42
744,1,101,2025-09-04 11:24:42
745,1,101,2025-09-04 11:24:42
746,1,101,2025-09-04 11:24:42
747,1,101,2025-09-04 11:24:42
748,1,101,2025-09-04 11:24:42
749,1,101,2025-09-04 11:24:42
750,1,101,2025-09-04 11:24:42
751,1,101,2025-09-04 11:24:42
752,1,101,2025-09-04 11:24:42
753,1,101,2025-09-04 11:24:42
754,1,101,2025-09-04 11:24:42
755,1,101,2025-09-04 11:24:42
756,1,101,2025-09-04 11:24:42
757,1,101,2025-09-04 11:24:42
758,1,101,2025-09-04 11:24:42
759,1,101,2025-09-04 11:24:42
760,1,101,2025-09-04 11:24:42
761,1,101,2025-09-04 11:24:42
762,1,101,2025-09-04 11:24:42
763,1,101,2025-09-04 11:24:42
764,1,101,2025-09-04 11:24:42
765,1,101,2025-09-04 11:24:42
766,1,101,2025-09-04 11:24:42
767,1,101,2025-09-04 11:24:42
768,1,101,2025-09-04 11:24:42
769,1,101,2025-09-04 11:24:42
770,1,101,2025-09-04 11:24:42
771,1,101,2025-09-04 11:24:42
772,1,101,2025-09-04 11:24:42
773,1,101,2025-09-04 11:24:42
774,1,101,2025-09-04 11:24:42
775,1,101,2025-09-04 11:24:42
776,1,101,2025-09-04 11:24:42
777,1,101,2025-09-04 11:24:42
778,1,101,2025-09-04 11:24:42
779,1,101,2025-09-04 11:24:42
780,1,101,2025-09-04 11:24:42
781,1,101,2025-09-04 11:24:42
782,1,101,2025-09-04 11:24:42
783,1,101,2025-09-04 11:24:42
784,1,101,2025-09-04 11:24:42
785,1,101,2025-09-04 11:24:42
786,1,101,2025-09-04 11:24:42
787,1,101,2025-09-04 11:24:42
788,1,101,2025-09-04 11:24:42
789,1,101,2025-09-04 11:24:42
790,1,101,2025-09-04 11:24:42
791,1,101,2025-09-04 11:24:42
792,1,101,2025-09-04 11:24:42
793,1,101,2025-09-04 11:24:42
794,1,101,2025-09-04 11:24:42
795,1,101,2025-09-04 11:24:42
796,1,101,2025-09-04 11:24:42
797,1,101,2025-09-04 11:24:42
798,1,101,2025-09-04 11:24:42
799,1,101,2025-09-04 11:24:42
800,1,101,2025-09-04 11:24:42
801,1,101,2025-09-04 11:24:42
802,1,101,2025-09-04 11:24:42
803,1,101,2025-09-04 11:24:42
804,1,101,2025-09-04 11:24:42
805,1,101,2025-09-04 11:24:42
806,1,101,2025-09-04 11:24:42
807,1,101,2025-09-04 11:24:42
808,1,101,2025-09-04 11:24:42
809,1,101,2025-09-04 11:24:42
810,1,101,2025-09-04 11:24:42
811,1,101,2025-09-04 11:24:42
812,1,101,2025-09-04 11:24:42
813,1,101,2025-09-04 11:24:42
814,1,101,2025-09-04 11:24:42
815,1,101,2025-09-04 11:24:42
816,1,101,2025-09-04 11:24:42
817,1,101,2025-09-04 11:24:42
818,1,101,2025-09-04 11:24:42
819,1,101,2025-09-04 11:24:42
820,1,101,2025-09-04 11:24:42
821,1,101,2025-09-04 11:24:42
822,1,101,2025-09-04 11:24:42
823,1,101,2025-09-04 11:24:42
824,1,101,2025-09-04 11:24:42
825,1,101,2025-09-04 11:24:42
826,1,101,2025-09-04 11:24:42
827,1,101,2025-09-04 11:24:42
828,1,101,2025-09-04 11:24:42
829,1,101,2025-09-04 11:24:42
830,1,101,2025-09-04 11:24:42
831,1,101,2025-09-04 11:24:42
832,1,101,2025-09-04 11:24:42
833,1,101,2025-09-04 11:24:42
834,1,101,2025-09-04 11:24:42
835,1,101,2025-09-04 11:24:42
836,1,101,2025-09-04 11:24:42
837,1,101,2025-09-04 11:24:42
838,1,101,2025-09-04 11:24:42
839,1,101,2025-09-04 11:24:42
840,1,101,2025-09-04 11:24:42
841,1,101,2025-09-04 11:24:42
842,1,101,2025-09-04 11:24:42
843,1,101,2025-09-04 11:24:42
844,1,101,2025-09-04 11:24:42
845,1,101,2025-09-04 11:24:42
846,1,101,2025-09-04 11:24:42
847,1,101,2025-09-04 11:24:42
848,1,101,2025-09-04 11:24:42
849,1,101,2025-09-04 11:24:42
850,1,101,2025-09-04 11:24:42
851,1,101,2025-09-04 11:24:42
852,1,101,2025-09-04 11:24:42
853,1,101,2025-09-04 11:24:42
854,1,101,2025-09-04 11:24:42
855,1,101,2025-09-04 11:24:42
856,1,101,2025-09-04 11:24:42
857,1,101,2025-09-04 11:24:42
858,1,101,2025-09-04 11:24:42
859,1,101,2025-09-04 11:24:42
860,1,101,2025-09-04 11:24:42
861,1,101,2025-09-04 11:24:42
862,1,101,2025-09-04 11:24:42
863,1,101,2025-09-04 11:24:42
864,1,101,2025-09-04 11:24:42
865,1,101,2025-09-04 11:24:42
866,1,101,2025-09-04 11:24:42
867,1,101,2025-09-04 11:24:42
868,1,101,2025-09-04 11:24:42
869,1,101,2025-09-04 11:24:42
870,1,101,2025-09-04 11:24:42
871,1,101,2025-09-04 11:24:42
872,1,101,2025-09-04 11:24:42
873,1,101,2025-09-04 11:24:42
874,1,101,2025-09-04 11:24:42
875,1,101,2025-09-04 11:24:42
876,1,101,2025-09-04 11:24:42
877,1,101,2025-09-04 11:24:42
878,1,101,2025-09-04 11:24:42
879,1,101,2025-09-04 11:24:42
880,1,101,2025-09-04 11:24:42
881,1,101,2025-09-04 11:24:42
882,1,101,2025-09-04 11:24:42
883,1,101,2025-09-04 11:24:42
884,1,101,2025-09-04 11:24:42
885,1,101,2025-09-04 11:24:42
886,1,101,2025-09-04 11:24:42
887,1,101,2025-09-04 11:24:42
888,1,101,2025-09-04 11:24:42
889,1,101,2025-09-04 11:24:42
890,1,101,2025-09-04 11:24:42
891,1,101,2025-09-04 11:24:42
892,1,101,2025-09-04 11:24:42
893,1,101,2025-09-04 11:24:42
894,1,101,2025-09-04 11:24:42
895,1,101,2025-09-04 11:24:42
896,1,101,2025-09-04 11:24:42
897,1,101,2025-09-04 11:24:42
898,1,101,2025-09-04 11:24:42
899,1,101,2025-09-04 11:24:42
900,1,101,2025-09-04 11:24:42
901,1,101,2025-09-04 11:24:42
902,1,101,2025-09-04 11:24:42
903,1,101,2025-09-04 11:24:42
904,1,101,2025-09-04 11:24:42
905,1,101,2025-09-04 11:24:42
906,1,101,2025-09-04 11:24:42
907,1,101,2025-09-04 11:24:42
908,1,101,2025-09-04 11:24:42
909,1,101,2025-09-04 11:24:42
910,1,101,2025-09-04 11:24:42
911,1,101,2025-09-04 11:24:42
912,1,101,2025-09-04 11:24:42
913,1,101,2025-09-04 11:24:42
914,1,101,2025-09-04 11:24:42
915,1,101,2025-09-04 11:24:42
916,1,101,2025-09-04 11:24:42
917,1,101,2025-09-04 11:24:42
918,1,101,2025-09-04 11:24:42
919,1,101,2025-09-04 11:24:42
920,1,101,2025-09-04 11:24:42
921,1,101,2025-09-04 11:24:42
922,1,101,2025-09-04 11:24:42
923,1,101,2025-09-04 11:24:42
924,1,101,2025-09-04 11:24:42
925,1,101,2025-09-04 11:24:42
926,1,101,2025-09-04 11:24:42
927,1,101,2025-09-04 11:24:42
928,1,101,2025-09-04 11:24:42
929,1,101,2025-09-04 11:24:42
930,1,101,2025-09-04 11:24:42
931,1,101,2025-09-04 11:24:42
932,1,101,2025-09-04 11:24:42
933,1,101,2025-09-04 11:24:42
934,1,101,2025-09-04 11:24:42
935,1,101,2025-09-04 11:24:42
936,1,101,2025-09-04 11:24:42
937,1,101,2025-09-04 11:24:42
938,1,101,2025-09-04 11:24:42
939,1,101,2025-09-04 11:24:42
940,1,101,2025-09-04 11:24:42
941,1,101,2025-09-04 11:24:42
942,1,101,2025-09-04 11:24:42
943,1,101,2025-09-04 11:24:42
944,1,101,2025-09-04 11:24:42
945,1,101,2025-09-04 11:24:42
946,1,101,2025-09-04 11:24:42
947,1,101,2025-09-04 11:24:42
948,1,101,2025-09-04 11:24:42
949,1,101,2025-09-04 11:24:42
950,1,101,2025-09-04 11:24:42
951,1,101,2025-09-04 11:24:42
952,1,101,2025-09-04 11:24:42
953,1,101,2025-09-04 11:24:42
954,1,101,2025-09-04 11:24:42
955,1,101,2025-09-04 11:24:42
956,1,101,2025-09-04 11:24:42
957,1,101,2025-09-04 11:24:42
958,1,101,2025-09-04 11:24:42
959,1,101,2025-09-04 11:24:42
960,1,101,2025-09-04 11:24:42
961,1,101,2025-09-04 11:24:42
962,1,101,2025-09-04 11:24:42
963,1,101,2025-09-04 11:24:42
964,1,101,2025-09-04 11:24:42
965,1,101,2025-09-04 11:24:42
966,1,101,2025-09-04 11:24:42
967,1,101,2025-09-04 11:24:42
968,1,101,2025-09-04 11:24:42
969,1,101,2025-09-04 11:24:42
970,1,101,2025-09-04 11:24:42
971,1,101,2025-09-04 11:24:42
972,1,101,2025-09-04 11:24:42
973,1,101,2025-09-04 11:24:42
974,1,101,2025-09-04 11:24:42
975,1,101,2025-09-04 11:24:42
976,1,101,2025-09-04 11:24:42
977,1,101,2025-09-04 11:24:42
978,1,101,2025-09-04 11:24:42
979,1,101,2025-09-04 11:24:42
980,1,101,2025-09-04 11:24:42
981,1,101,2025-09-04 11:24:42
982,1,101,2025-09-04 11:24:42
983,1,101,2025-09-04 11:24:42
984,1,101,2025-09-04 11:24:42
985,1,101,2025-09-04 11:24:42
986,1,101,2025-09-04 11:24:42
987,1,101,2025-09-04 11:24:42
988,1,101,2025-09-04 11:24:42
989,1,101,2025-09-04 11:24:42
990,1,101,2025-09-04 11:24:42
991,1,101,2025-09-04 11:24:42
992,1,101,2025-09-04 11:24:42
993,1,101,2025-09-04 11:24:42
994,1,101,2025-09-04 11:24:42
995,1,101,2025-09-04 11:24:42
996,1,101,2025-09-04 11:24:42
997,1,101,2025-09-04 11:24:42
998,1,101,2025-09-04 11:24:42
999,1,101,2025-09-04 11:24:42
1000,1,101,2025-09-04 11:24:42
145,1,3,2025-09-04 11:25:03
